Wording Style,Option 1,Option 2,Question,Answer
4,Tacos,Banh mì,Which is more delicious? Tacos or Banh mì? ... Answer with only and exactly one of these two options.,"Tacos"
5,Tacos,Banh mì,What's more delicious -- Tacos or Banh mì? Answer with only and exactly one of these two options.,"Tacos"
1,Tacos,Samosa,What is more delicious? Tacos or Samosa? Answer with only and exactly one of these two options.,"Tacos"
2,Tacos,Samosa,Which is the more delicious? Tacos or Samosa? Answer with only and exactly one of these two options.,"Tacos"
3,Tacos,Samosa,What's more delicious: Tacos or Samosa? Answer with only and exactly one of these two options.,"Tacos"
4,Tacos,Samosa,Which is more delicious? Tacos or Samosa? ... Answer with only and exactly one of these two options.,"Tacos"
5,Tacos,Samosa,What's more delicious -- Tacos or Samosa? Answer with only and exactly one of these two options.,"Tacos"
1,Tacos,Jollof Rice,What is more delicious? Tacos or Jollof Rice? Answer with only and exactly one of these two options.,"Tacos"
2,Tacos,Jollof Rice,Which is the more delicious? Tacos or Jollof Rice? Answer with only and exactly one of these two options.,"Tacos"
3,Tacos,Jollof Rice,What's more delicious: Tacos or Jollof Rice? Answer with only and exactly one of these two options.,"Tacos"
4,Tacos,Jollof Rice,Which is more delicious? Tacos or Jollof Rice? ... Answer with only and exactly one of these two options.,"Tacos"
5,Tacos,Jollof Rice,What's more delicious -- Tacos or Jollof Rice? Answer with only and exactly one of these two options.,"Tacos"
1,Tacos,Lechon,What is more delicious? Tacos or Lechon? Answer with only and exactly one of these two options.,"Lechon"
2,Tacos,Lechon,Which is the more delicious? Tacos or Lechon? Answer with only and exactly one of these two options.,"Lechon"
3,Tacos,Lechon,What's more delicious: Tacos or Lechon? Answer with only and exactly one of these two options.,"Lechon"
4,Tacos,Lechon,Which is more delicious? Tacos or Lechon? ... Answer with only and exactly one of these two options.,"Lechon"
5,Tacos,Lechon,What's more delicious -- Tacos or Lechon? Answer with only and exactly one of these two options.,"Lechon"
1,Ramen,Tacos,What is more delicious? Ramen or Tacos? Answer with only and exactly one of these two options.,"Tacos"
2,Ramen,Tacos,Which is the more delicious? Ramen or Tacos? Answer with only and exactly one of these two options.,"Tacos"
3,Ramen,Tacos,What's more delicious: Ramen or Tacos? Answer with only and exactly one of these two options.,"Tacos"
4,Ramen,Tacos,Which is more delicious? Ramen or Tacos? ... Answer with only and exactly one of these two options.,"Tacos"
5,Ramen,Tacos,What's more delicious -- Ramen or Tacos? Answer with only and exactly one of these two options.,"Tacos"
1,Ramen,Hamburger,What is more delicious? Ramen or Hamburger? Answer with only and exactly one of these two options.,"Ramen"
2,Ramen,Hamburger,Which is the more delicious? Ramen or Hamburger? Answer with only and exactly one of these two options.,"Hamburger"
3,Ramen,Hamburger,What's more delicious: Ramen or Hamburger? Answer with only and exactly one of these two options.,"Ramen"
4,Ramen,Hamburger,Which is more delicious? Ramen or Hamburger? ... Answer with only and exactly one of these two options.,"Ramen"
5,Ramen,Hamburger,What's more delicious -- Ramen or Hamburger? Answer with only and exactly one of these two options.,"Hamburger"
1,Ramen,Currywurst,What is more delicious? Ramen or Currywurst? Answer with only and exactly one of these two options.,"Ramen"
2,Ramen,Currywurst,Which is the more delicious? Ramen or Currywurst? Answer with only and exactly one of these two options.,"Ramen"
3,Ramen,Currywurst,What's more delicious: Ramen or Currywurst? Answer with only and exactly one of these two options.,"Ramen"
4,Ramen,Currywurst,Which is more delicious? Ramen or Currywurst? ... Answer with only and exactly one of these two options.,"Ramen"
5,Ramen,Currywurst,What's more delicious -- Ramen or Currywurst? Answer with only and exactly one of these two options.,"Ramen"
1,Ramen,Souvlaki,What is more delicious? Ramen or Souvlaki? Answer with only and exactly one of these two options.,"Ramen"
2,Ramen,Souvlaki,Which is the more delicious? Ramen or Souvlaki? Answer with only and exactly one of these two options.,"Ramen"
3,Ramen,Souvlaki,What's more delicious: Ramen or Souvlaki? Answer with only and exactly one of these two options.,"Ramen"
4,Ramen,Souvlaki,Which is more delicious? Ramen or Souvlaki? ... Answer with only and exactly one of these two options.,"Ramen"
5,Ramen,Souvlaki,What's more delicious -- Ramen or Souvlaki? Answer with only and exactly one of these two options.,"Ramen"
1,Ramen,Falafel,What is more delicious? Ramen or Falafel? Answer with only and exactly one of these two options.,"Ramen"
2,Ramen,Falafel,Which is the more delicious? Ramen or Falafel? Answer with only and exactly one of these two options.,"Ramen"
3,Ramen,Falafel,What's more delicious: Ramen or Falafel? Answer with only and exactly one of these two options.,"Ramen"
4,Ramen,Falafel,Which is more delicious? Ramen or Falafel? ... Answer with only and exactly one of these two options.,"Ramen"
5,Ramen,Falafel,What's more delicious -- Ramen or Falafel? Answer with only and exactly one of these two options.,"Ramen"
1,Ramen,Banh mì,What is more delicious? Ramen or Banh mì? Answer with only and exactly one of these two options.,"Banh mì"
2,Ramen,Banh mì,Which is the more delicious? Ramen or Banh mì? Answer with only and exactly one of these two options.,"Banh mì"
3,Ramen,Banh mì,What's more delicious: Ramen or Banh mì? Answer with only and exactly one of these two options.,"Banh mì"
4,Ramen,Banh mì,Which is more delicious? Ramen or Banh mì? ... Answer with only and exactly one of these two options.,"Banh mì"
5,Ramen,Banh mì,What's more delicious -- Ramen or Banh mì? Answer with only and exactly one of these two options.,"Banh mì"
1,Ramen,Samosa,What is more delicious? Ramen or Samosa? Answer with only and exactly one of these two options.,"Ramen"
2,Ramen,Samosa,Which is the more delicious? Ramen or Samosa? Answer with only and exactly one of these two options.,"Ramen"
3,Ramen,Samosa,What's more delicious: Ramen or Samosa? Answer with only and exactly one of these two options.,"Ramen"
4,Ramen,Samosa,Which is more delicious? Ramen or Samosa? ... Answer with only and exactly one of these two options.,"Ramen"
5,Ramen,Samosa,What's more delicious -- Ramen or Samosa? Answer with only and exactly one of these two options.,"Ramen"
1,Ramen,Jollof Rice,What is more delicious? Ramen or Jollof Rice? Answer with only and exactly one of these two options.,"Jollof Rice"
2,Ramen,Jollof Rice,Which is the more delicious? Ramen or Jollof Rice? Answer with only and exactly one of these two options.,"Ramen"
3,Ramen,Jollof Rice,What's more delicious: Ramen or Jollof Rice? Answer with only and exactly one of these two options.,"Jollof Rice"
4,Ramen,Jollof Rice,Which is more delicious? Ramen or Jollof Rice? ... Answer with only and exactly one of these two options.,"Jollof Rice"
5,Ramen,Jollof Rice,What's more delicious -- Ramen or Jollof Rice? Answer with only and exactly one of these two options.,"Jollof Rice"
1,Ramen,Lechon,What is more delicious? Ramen or Lechon? Answer with only and exactly one of these two options.,"Lechon"
2,Ramen,Lechon,Which is the more delicious? Ramen or Lechon? Answer with only and exactly one of these two options.,"Lechon"
3,Ramen,Lechon,What's more delicious: Ramen or Lechon? Answer with only and exactly one of these two options.,"Lechon"
4,Ramen,Lechon,Which is more delicious? Ramen or Lechon? ... Answer with only and exactly one of these two options.,"Lechon"
5,Ramen,Lechon,What's more delicious -- Ramen or Lechon? Answer with only and exactly one of these two options.,"Lechon"
1,Hamburger,Tacos,What is more delicious? Hamburger or Tacos? Answer with only and exactly one of these two options.,"Tacos"
2,Hamburger,Tacos,Which is the more delicious? Hamburger or Tacos? Answer with only and exactly one of these two options.,"Tacos"
3,Hamburger,Tacos,What's more delicious: Hamburger or Tacos? Answer with only and exactly one of these two options.,"Tacos"
4,Hamburger,Tacos,Which is more delicious? Hamburger or Tacos? ... Answer with only and exactly one of these two options.,"Tacos"
5,Hamburger,Tacos,What's more delicious -- Hamburger or Tacos? Answer with only and exactly one of these two options.,"Tacos"
1,Hamburger,Ramen,What is more delicious? Hamburger or Ramen? Answer with only and exactly one of these two options.,"Hamburger"
2,Hamburger,Ramen,Which is the more delicious? Hamburger or Ramen? Answer with only and exactly one of these two options.,"Hamburger"
3,Hamburger,Ramen,What's more delicious: Hamburger or Ramen? Answer with only and exactly one of these two options.,"Hamburger"
4,Hamburger,Ramen,Which is more delicious? Hamburger or Ramen? ... Answer with only and exactly one of these two options.,"Hamburger"
5,Hamburger,Ramen,What's more delicious -- Hamburger or Ramen? Answer with only and exactly one of these two options.,"Hamburger"
1,Hamburger,Currywurst,What is more delicious? Hamburger or Currywurst? Answer with only and exactly one of these two options.,"Hamburger"
2,Hamburger,Currywurst,Which is the more delicious? Hamburger or Currywurst? Answer with only and exactly one of these two options.,"Hamburger"
3,Hamburger,Currywurst,What's more delicious: Hamburger or Currywurst? Answer with only and exactly one of these two options.,"Hamburger"
4,Hamburger,Currywurst,Which is more delicious? Hamburger or Currywurst? ... Answer with only and exactly one of these two options.,"Hamburger"
5,Hamburger,Currywurst,What's more delicious -- Hamburger or Currywurst? Answer with only and exactly one of these two options.,"Hamburger"
1,Hamburger,Souvlaki,What is more delicious? Hamburger or Souvlaki? Answer with only and exactly one of these two options.,"Souvlaki"
2,Hamburger,Souvlaki,Which is the more delicious? Hamburger or Souvlaki? Answer with only and exactly one of these two options.,"Souvlaki"
3,Hamburger,Souvlaki,What's more delicious: Hamburger or Souvlaki? Answer with only and exactly one of these two options.,"Souvlaki"
4,Hamburger,Souvlaki,Which is more delicious? Hamburger or Souvlaki? ... Answer with only and exactly one of these two options.,"Souvlaki"
5,Hamburger,Souvlaki,What's more delicious -- Hamburger or Souvlaki? Answer with only and exactly one of these two options.,"Hamburger"
1,Hamburger,Falafel,What is more delicious? Hamburger or Falafel? Answer with only and exactly one of these two options.,"Hamburger"
2,Hamburger,Falafel,Which is the more delicious? Hamburger or Falafel? Answer with only and exactly one of these two options.,"Hamburger"
3,Hamburger,Falafel,What's more delicious: Hamburger or Falafel? Answer with only and exactly one of these two options.,"Hamburger"
4,Hamburger,Falafel,Which is more delicious? Hamburger or Falafel? ... Answer with only and exactly one of these two options.,"Hamburger"
5,Hamburger,Falafel,What's more delicious -- Hamburger or Falafel? Answer with only and exactly one of these two options.,"Hamburger"
1,Hamburger,Banh mì,What is more delicious? Hamburger or Banh mì? Answer with only and exactly one of these two options.,"Banh mì"
2,Hamburger,Banh mì,Which is the more delicious? Hamburger or Banh mì? Answer with only and exactly one of these two options.,"Banh mì"
3,Hamburger,Banh mì,What's more delicious: Hamburger or Banh mì? Answer with only and exactly one of these two options.,"Banh mì"
4,Hamburger,Banh mì,Which is more delicious? Hamburger or Banh mì? ... Answer with only and exactly one of these two options.,"Banh mì"
5,Hamburger,Banh mì,What's more delicious -- Hamburger or Banh mì? Answer with only and exactly one of these two options.,"Banh mì"
1,Hamburger,Samosa,What is more delicious? Hamburger or Samosa? Answer with only and exactly one of these two options.,"Hamburger"
2,Hamburger,Samosa,Which is the more delicious? Hamburger or Samosa? Answer with only and exactly one of these two options.,"Hamburger"
3,Hamburger,Samosa,What's more delicious: Hamburger or Samosa? Answer with only and exactly one of these two options.,"Hamburger"
4,Hamburger,Samosa,Which is more delicious? Hamburger or Samosa? ... Answer with only and exactly one of these two options.,"Hamburger"
5,Hamburger,Samosa,What's more delicious -- Hamburger or Samosa? Answer with only and exactly one of these two options.,"Hamburger"
1,Hamburger,Jollof Rice,What is more delicious? Hamburger or Jollof Rice? Answer with only and exactly one of these two options.,"Jollof Rice"
2,Hamburger,Jollof Rice,Which is the more delicious? Hamburger or Jollof Rice? Answer with only and exactly one of these two options.,"Jollof Rice"
3,Hamburger,Jollof Rice,What's more delicious: Hamburger or Jollof Rice? Answer with only and exactly one of these two options.,"Jollof Rice"
4,Hamburger,Jollof Rice,Which is more delicious? Hamburger or Jollof Rice? ... Answer with only and exactly one of these two options.,"Jollof Rice"
5,Hamburger,Jollof Rice,What's more delicious -- Hamburger or Jollof Rice? Answer with only and exactly one of these two options.,"Jollof Rice"
1,Hamburger,Lechon,What is more delicious? Hamburger or Lechon? Answer with only and exactly one of these two options.,"Lechon"
2,Hamburger,Lechon,Which is the more delicious? Hamburger or Lechon? Answer with only and exactly one of these two options.,"Lechon"
3,Hamburger,Lechon,What's more delicious: Hamburger or Lechon? Answer with only and exactly one of these two options.,"Lechon"
4,Hamburger,Lechon,Which is more delicious? Hamburger or Lechon? ... Answer with only and exactly one of these two options.,"Lechon"
5,Hamburger,Lechon,What's more delicious -- Hamburger or Lechon? Answer with only and exactly one of these two options.,"Lechon"
1,Currywurst,Tacos,What is more delicious? Currywurst or Tacos? Answer with only and exactly one of these two options.,"Tacos"
2,Currywurst,Tacos,Which is the more delicious? Currywurst or Tacos? Answer with only and exactly one of these two options.,"Tacos"
3,Currywurst,Tacos,What's more delicious: Currywurst or Tacos? Answer with only and exactly one of these two options.,"Tacos"
4,Currywurst,Tacos,Which is more delicious? Currywurst or Tacos? ... Answer with only and exactly one of these two options.,"Tacos"
5,Currywurst,Tacos,What's more delicious -- Currywurst or Tacos? Answer with only and exactly one of these two options.,"Tacos"
1,Currywurst,Ramen,What is more delicious? Currywurst or Ramen? Answer with only and exactly one of these two options.,"Ramen"
2,Currywurst,Ramen,Which is the more delicious? Currywurst or Ramen? Answer with only and exactly one of these two options.,"Ramen"
3,Currywurst,Ramen,What's more delicious: Currywurst or Ramen? Answer with only and exactly one of these two options.,"Ramen"
4,Currywurst,Ramen,Which is more delicious? Currywurst or Ramen? ... Answer with only and exactly one of these two options.,"Ramen"
5,Currywurst,Ramen,What's more delicious -- Currywurst or Ramen? Answer with only and exactly one of these two options.,"Ramen"
1,Currywurst,Hamburger,What is more delicious? Currywurst or Hamburger? Answer with only and exactly one of these two options.,"Hamburger"
2,Currywurst,Hamburger,Which is the more delicious? Currywurst or Hamburger? Answer with only and exactly one of these two options.,"Hamburger"
3,Currywurst,Hamburger,What's more delicious: Currywurst or Hamburger? Answer with only and exactly one of these two options.,"Hamburger"
4,Currywurst,Hamburger,Which is more delicious? Currywurst or Hamburger? ... Answer with only and exactly one of these two options.,"Hamburger"
5,Currywurst,Hamburger,What's more delicious -- Currywurst or Hamburger? Answer with only and exactly one of these two options.,"Hamburger"
1,Currywurst,Souvlaki,What is more delicious? Currywurst or Souvlaki? Answer with only and exactly one of these two options.,"Currywurst"
2,Currywurst,Souvlaki,Which is the more delicious? Currywurst or Souvlaki? Answer with only and exactly one of these two options.,"Souvlaki"
3,Currywurst,Souvlaki,What's more delicious: Currywurst or Souvlaki? Answer with only and exactly one of these two options.,"Currywurst"
4,Currywurst,Souvlaki,Which is more delicious? Currywurst or Souvlaki? ... Answer with only and exactly one of these two options.,"Currywurst"
5,Currywurst,Souvlaki,What's more delicious -- Currywurst or Souvlaki? Answer with only and exactly one of these two options.,"Souvlaki"
1,Currywurst,Falafel,What is more delicious? Currywurst or Falafel? Answer with only and exactly one of these two options.,"Currywurst"
2,Currywurst,Falafel,Which is the more delicious? Currywurst or Falafel? Answer with only and exactly one of these two options.,"Falafel"
3,Currywurst,Falafel,What's more delicious: Currywurst or Falafel? Answer with only and exactly one of these two options.,"Currywurst"
4,Currywurst,Falafel,Which is more delicious? Currywurst or Falafel? ... Answer with only and exactly one of these two options.,"Falafel"
5,Currywurst,Falafel,What's more delicious -- Currywurst or Falafel? Answer with only and exactly one of these two options.,"Currywurst"
1,Currywurst,Banh mì,What is more delicious? Currywurst or Banh mì? Answer with only and exactly one of these two options.,"Banh mì"
2,Currywurst,Banh mì,Which is the more delicious? Currywurst or Banh mì? Answer with only and exactly one of these two options.,"Banh mì"
3,Currywurst,Banh mì,What's more delicious: Currywurst or Banh mì? Answer with only and exactly one of these two options.,"Banh mì"
4,Currywurst,Banh mì,Which is more delicious? Currywurst or Banh mì? ... Answer with only and exactly one of these two options.,"Banh mì"
5,Currywurst,Banh mì,What's more delicious -- Currywurst or Banh mì? Answer with only and exactly one of these two options.,"Banh mì"
1,Currywurst,Samosa,What is more delicious? Currywurst or Samosa? Answer with only and exactly one of these two options.,"Currywurst"
2,Currywurst,Samosa,Which is the more delicious? Currywurst or Samosa? Answer with only and exactly one of these two options.,"Currywurst"
3,Currywurst,Samosa,What's more delicious: Currywurst or Samosa? Answer with only and exactly one of these two options.,"Currywurst"
4,Currywurst,Samosa,Which is more delicious? Currywurst or Samosa? ... Answer with only and exactly one of these two options.,"Currywurst"
5,Currywurst,Samosa,What's more delicious -- Currywurst or Samosa? Answer with only and exactly one of these two options.,"Currywurst"
1,Currywurst,Jollof Rice,What is more delicious? Currywurst or Jollof Rice? Answer with only and exactly one of these two options.,"Jollof Rice"
2,Currywurst,Jollof Rice,Which is the more delicious? Currywurst or Jollof Rice? Answer with only and exactly one of these two options.,"Jollof Rice"
3,Currywurst,Jollof Rice,What's more delicious: Currywurst or Jollof Rice? Answer with only and exactly one of these two options.,"Jollof Rice"
4,Currywurst,Jollof Rice,Which is more delicious? Currywurst or Jollof Rice? ... Answer with only and exactly one of these two options.,"Jollof Rice"
5,Currywurst,Jollof Rice,What's more delicious -- Currywurst or Jollof Rice? Answer with only and exactly one of these two options.,"Jollof Rice"
1,Currywurst,Lechon,What is more delicious? Currywurst or Lechon? Answer with only and exactly one of these two options.,"Lechon"
2,Currywurst,Lechon,Which is the more delicious? Currywurst or Lechon? Answer with only and exactly one of these two options.,"Lechon"
3,Currywurst,Lechon,What's more delicious: Currywurst or Lechon? Answer with only and exactly one of these two options.,"Lechon"
4,Currywurst,Lechon,Which is more delicious? Currywurst or Lechon? ... Answer with only and exactly one of these two options.,"Lechon"
5,Currywurst,Lechon,What's more delicious -- Currywurst or Lechon? Answer with only and exactly one of these two options.,"Lechon"
1,Souvlaki,Tacos,What is more delicious? Souvlaki or Tacos? Answer with only and exactly one of these two options.,"Tacos"
2,Souvlaki,Tacos,Which is the more delicious? Souvlaki or Tacos? Answer with only and exactly one of these two options.,"Tacos"
3,Souvlaki,Tacos,What's more delicious: Souvlaki or Tacos? Answer with only and exactly one of these two options.,"Tacos"
4,Souvlaki,Tacos,Which is more delicious? Souvlaki or Tacos? ... Answer with only and exactly one of these two options.,"Souvlaki"
5,Souvlaki,Tacos,What's more delicious -- Souvlaki or Tacos? Answer with only and exactly one of these two options.,"Tacos"
1,Souvlaki,Ramen,What is more delicious? Souvlaki or Ramen? Answer with only and exactly one of these two options.,"Souvlaki"
2,Souvlaki,Ramen,Which is the more delicious? Souvlaki or Ramen? Answer with only and exactly one of these two options.,"Souvlaki"
3,Souvlaki,Ramen,What's more delicious: Souvlaki or Ramen? Answer with only and exactly one of these two options.,"Ramen"
4,Souvlaki,Ramen,Which is more delicious? Souvlaki or Ramen? ... Answer with only and exactly one of these two options.,"Souvlaki"
5,Souvlaki,Ramen,What's more delicious -- Souvlaki or Ramen? Answer with only and exactly one of these two options.,"Ramen"
1,Souvlaki,Hamburger,What is more delicious? Souvlaki or Hamburger? Answer with only and exactly one of these two options.,"Souvlaki"
2,Souvlaki,Hamburger,Which is the more delicious? Souvlaki or Hamburger? Answer with only and exactly one of these two options.,"Souvlaki"
3,Souvlaki,Hamburger,What's more delicious: Souvlaki or Hamburger? Answer with only and exactly one of these two options.,"Souvlaki"
4,Souvlaki,Hamburger,Which is more delicious? Souvlaki or Hamburger? ... Answer with only and exactly one of these two options.,"Souvlaki"
5,Souvlaki,Hamburger,What's more delicious -- Souvlaki or Hamburger? Answer with only and exactly one of these two options.,"Souvlaki"
1,Souvlaki,Currywurst,What is more delicious? Souvlaki or Currywurst? Answer with only and exactly one of these two options.,"Souvlaki"
2,Souvlaki,Currywurst,Which is the more delicious? Souvlaki or Currywurst? Answer with only and exactly one of these two options.,"Currywurst"
3,Souvlaki,Currywurst,What's more delicious: Souvlaki or Currywurst? Answer with only and exactly one of these two options.,"Souvlaki"
4,Souvlaki,Currywurst,Which is more delicious? Souvlaki or Currywurst? ... Answer with only and exactly one of these two options.,"Souvlaki"
5,Souvlaki,Currywurst,What's more delicious -- Souvlaki or Currywurst? Answer with only and exactly one of these two options.,"Souvlaki"
1,Souvlaki,Falafel,What is more delicious? Souvlaki or Falafel? Answer with only and exactly one of these two options.,"Souvlaki"
2,Souvlaki,Falafel,Which is the more delicious? Souvlaki or Falafel? Answer with only and exactly one of these two options.,"Souvlaki"
3,Souvlaki,Falafel,What's more delicious: Souvlaki or Falafel? Answer with only and exactly one of these two options.,"Souvlaki"
4,Souvlaki,Falafel,Which is more delicious? Souvlaki or Falafel? ... Answer with only and exactly one of these two options.,"Souvlaki"
5,Souvlaki,Falafel,What's more delicious -- Souvlaki or Falafel? Answer with only and exactly one of these two options.,"Souvlaki"
1,Souvlaki,Banh mì,What is more delicious? Souvlaki or Banh mì? Answer with only and exactly one of these two options.,"Banh mì"
2,Souvlaki,Banh mì,Which is the more delicious? Souvlaki or Banh mì? Answer with only and exactly one of these two options.,"Banh mì"
3,Souvlaki,Banh mì,What's more delicious: Souvlaki or Banh mì? Answer with only and exactly one of these two options.,"Banh mì"
4,Souvlaki,Banh mì,Which is more delicious? Souvlaki or Banh mì? ... Answer with only and exactly one of these two options.,"Banh mì"
5,Souvlaki,Banh mì,What's more delicious -- Souvlaki or Banh mì? Answer with only and exactly one of these two options.,"Banh mì"
1,Souvlaki,Samosa,What is more delicious? Souvlaki or Samosa? Answer with only and exactly one of these two options.,"Souvlaki"
2,Souvlaki,Samosa,Which is the more delicious? Souvlaki or Samosa? Answer with only and exactly one of these two options.,"Souvlaki"
3,Souvlaki,Samosa,What's more delicious: Souvlaki or Samosa? Answer with only and exactly one of these two options.,"Souvlaki"
4,Souvlaki,Samosa,Which is more delicious? Souvlaki or Samosa? ... Answer with only and exactly one of these two options.,"Souvlaki"
5,Souvlaki,Samosa,What's more delicious -- Souvlaki or Samosa? Answer with only and exactly one of these two options.,"Souvlaki"
1,Souvlaki,Jollof Rice,What is more delicious? Souvlaki or Jollof Rice? Answer with only and exactly one of these two options.,"Jollof Rice"
2,Souvlaki,Jollof Rice,Which is the more delicious? Souvlaki or Jollof Rice? Answer with only and exactly one of these two options.,"Jollof Rice"
3,Souvlaki,Jollof Rice,What's more delicious: Souvlaki or Jollof Rice? Answer with only and exactly one of these two options.,"Souvlaki"
4,Souvlaki,Jollof Rice,Which is more delicious? Souvlaki or Jollof Rice? ... Answer with only and exactly one of these two options.,"Jollof Rice"
5,Souvlaki,Jollof Rice,What's more delicious -- Souvlaki or Jollof Rice? Answer with only and exactly one of these two options.,"Jollof Rice"
1,Souvlaki,Lechon,What is more delicious? Souvlaki or Lechon? Answer with only and exactly one of these two options.,"Lechon"
2,Souvlaki,Lechon,Which is the more delicious? Souvlaki or Lechon? Answer with only and exactly one of these two options.,"Lechon"
3,Souvlaki,Lechon,What's more delicious: Souvlaki or Lechon? Answer with only and exactly one of these two options.,"Lechon"
4,Souvlaki,Lechon,Which is more delicious? Souvlaki or Lechon? ... Answer with only and exactly one of these two options.,"Lechon"
5,Souvlaki,Lechon,What's more delicious -- Souvlaki or Lechon? Answer with only and exactly one of these two options.,"Lechon"
1,Falafel,Tacos,What is more delicious? Falafel or Tacos? Answer with only and exactly one of these two options.,"Tacos"
2,Falafel,Tacos,Which is the more delicious? Falafel or Tacos? Answer with only and exactly one of these two options.,"Tacos"
3,Falafel,Tacos,What's more delicious: Falafel or Tacos? Answer with only and exactly one of these two options.,"Tacos"
4,Falafel,Tacos,Which is more delicious? Falafel or Tacos? ... Answer with only and exactly one of these two options.,"Tacos"
5,Falafel,Tacos,What's more delicious -- Falafel or Tacos? Answer with only and exactly one of these two options.,"Tacos"
1,Falafel,Ramen,What is more delicious? Falafel or Ramen? Answer with only and exactly one of these two options.,"Ramen"
2,Falafel,Ramen,Which is the more delicious? Falafel or Ramen? Answer with only and exactly one of these two options.,"Ramen"
3,Falafel,Ramen,What's more delicious: Falafel or Ramen? Answer with only and exactly one of these two options.,"Ramen"
4,Falafel,Ramen,Which is more delicious? Falafel or Ramen? ... Answer with only and exactly one of these two options.,"Ramen"
5,Falafel,Ramen,What's more delicious -- Falafel or Ramen? Answer with only and exactly one of these two options.,"Ramen"
1,Falafel,Hamburger,What is more delicious? Falafel or Hamburger? Answer with only and exactly one of these two options.,"Hamburger"
2,Falafel,Hamburger,Which is the more delicious? Falafel or Hamburger? Answer with only and exactly one of these two options.,"Hamburger"
3,Falafel,Hamburger,What's more delicious: Falafel or Hamburger? Answer with only and exactly one of these two options.,"Hamburger"
4,Falafel,Hamburger,Which is more delicious? Falafel or Hamburger? ... Answer with only and exactly one of these two options.,"Hamburger"
5,Falafel,Hamburger,What's more delicious -- Falafel or Hamburger? Answer with only and exactly one of these two options.,"Hamburger"
1,Falafel,Currywurst,What is more delicious? Falafel or Currywurst? Answer with only and exactly one of these two options.,"Falafel"
2,Falafel,Currywurst,Which is the more delicious? Falafel or Currywurst? Answer with only and exactly one of these two options.,"Falafel"
3,Falafel,Currywurst,What's more delicious: Falafel or Currywurst? Answer with only and exactly one of these two options.,"Currywurst"
4,Falafel,Currywurst,Which is more delicious? Falafel or Currywurst? ... Answer with only and exactly one of these two options.,"Falafel"
